PC_Timestamp,NMEA_Sentence
2025-11-12 08:47:44.722,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:44.722,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:44.722,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:44.735,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:44.735,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:44.735,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:44.735,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:44.735,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:44.735,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:44.807,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:44.807,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:44.807,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:45.713,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:45.713,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:45.713,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:45.713,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:45.723,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:45.723,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:45.723,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:45.723,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:45.737,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:45.738,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:45.738,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:45.738,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:45.738,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:45.738,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:45.808,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:45.808,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:45.808,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:46.712,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:46.712,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:46.712,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:46.712,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:46.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:46.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:46.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:46.727,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:46.735,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:46.735,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:46.735,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:46.737,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:46.737,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:46.737,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:46.807,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:46.807,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:46.807,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:47.713,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:47.716,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:47.716,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:47.716,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:47.717,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:47.717,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:47.717,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:47.717,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:47.735,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:47.737,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:47.737,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:47.737,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:47.737,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:47.737,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:47.807,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:47.807,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:47.807,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:48.710,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:48.710,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:48.710,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:48.710,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:48.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:48.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:48.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:48.728,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:48.735,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:48.735,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:48.735,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:48.735,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:48.735,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:48.735,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:48.799,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:48.799,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:48.799,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:49.714,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:49.714,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:49.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:49.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:49.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:49.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:49.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:49.727,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:49.736,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:49.737,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:49.737,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:49.737,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:49.737,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:49.737,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:49.815,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:49.815,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:49.815,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:50.713,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:50.713,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:50.713,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:50.713,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:50.717,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:50.717,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:50.717,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:50.717,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:50.735,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:50.735,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:50.735,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:50.735,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:50.735,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:50.735,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:50.798,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:50.798,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:50.798,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:51.714,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:51.714,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:51.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:51.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:51.717,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:51.717,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:51.717,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:51.717,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:51.736,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:51.736,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:51.736,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:51.736,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:51.736,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:51.736,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:51.803,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:51.803,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:51.803,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:52.714,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:52.714,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:52.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:52.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:52.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:52.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:52.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:52.726,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:52.736,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:52.780,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:52.782,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:52.782,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:52.783,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:52.783,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:52.862,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:52.862,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:52.862,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:53.713,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:53.713,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:53.713,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:53.713,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:53.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:53.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:53.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:53.726,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:53.735,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:53.735,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:53.735,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:53.735,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:53.735,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:53.735,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:53.815,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:53.815,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:53.815,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:54.714,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:54.714,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:54.715,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:54.715,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:54.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:54.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:54.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:54.727,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:54.735,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:54.735,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:54.735,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:54.735,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:54.735,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:54.735,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:54.802,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:54.802,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:54.802,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:55.715,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:55.715,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:55.715,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:55.715,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:55.725,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:55.725,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:55.725,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:55.725,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:55.736,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:55.736,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:55.736,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:55.736,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:55.736,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:55.736,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:55.814,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:55.814,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:55.814,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:56.714,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:56.714,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:56.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:56.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:56.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:56.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:56.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:56.726,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:56.735,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:56.735,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:56.735,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:56.735,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:56.735,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:56.735,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:56.807,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:56.807,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:56.807,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BAFB7F*58"
2025-11-12 08:47:57.714,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:57.716,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:57.716,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:57.716,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:57.725,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:57.725,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:57.725,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:57.725,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:57.737,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:57.737,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:57.737,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:57.737,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:57.737,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:57.737,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:57.799,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:57.800,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:57.800,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:58.713,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:58.715,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:58.715,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:58.715,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:58.725,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:58.725,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:58.725,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:58.725,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:58.735,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:58.735,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:58.735,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:58.735,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:58.735,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:58.735,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:58.804,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:58.804,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:58.804,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:47:59.714,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:47:59.714,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:47:59.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:47:59.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:47:59.718,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:47:59.718,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:47:59.718,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:47:59.718,"$GPGSV,1,1,00,1*64"
2025-11-12 08:47:59.734,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:47:59.734,"$GLGSV,1,1,00,1*78"
2025-11-12 08:47:59.734,"$GBGSV,1,1,00,1*76"
2025-11-12 08:47:59.734,"$GBGSV,1,1,00,5*72"
2025-11-12 08:47:59.734,"$GAGSV,1,1,00,7*73"
2025-11-12 08:47:59.734,"$GAGSV,1,1,00,1*75"
2025-11-12 08:47:59.804,"$GQGSV,1,1,00,1*65"
2025-11-12 08:47:59.804,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:47:59.804,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:48:00.714,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:48:00.714,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:48:00.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:48:00.714,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:48:00.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:48:00.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:48:00.726,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:48:00.726,"$GPGSV,1,1,00,1*64"
2025-11-12 08:48:00.736,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:48:00.736,"$GLGSV,1,1,00,1*78"
2025-11-12 08:48:00.736,"$GBGSV,1,1,00,1*76"
2025-11-12 08:48:00.736,"$GBGSV,1,1,00,5*72"
2025-11-12 08:48:00.736,"$GAGSV,1,1,00,7*73"
2025-11-12 08:48:00.736,"$GAGSV,1,1,00,1*75"
2025-11-12 08:48:00.814,"$GQGSV,1,1,00,1*65"
2025-11-12 08:48:00.814,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:48:00.814,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:48:01.715,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:48:01.715,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:48:01.715,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:48:01.715,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:48:01.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:48:01.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:48:01.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:48:01.727,"$GPGSV,1,1,00,1*64"
2025-11-12 08:48:01.736,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:48:01.736,"$GLGSV,1,1,00,1*78"
2025-11-12 08:48:01.736,"$GBGSV,1,1,00,1*76"
2025-11-12 08:48:01.736,"$GBGSV,1,1,00,5*72"
2025-11-12 08:48:01.736,"$GAGSV,1,1,00,7*73"
2025-11-12 08:48:01.736,"$GAGSV,1,1,00,1*75"
2025-11-12 08:48:01.806,"$GQGSV,1,1,00,1*65"
2025-11-12 08:48:01.806,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:48:01.806,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:48:02.714,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:48:02.714,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:48:02.716,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
2025-11-12 08:48:02.716,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,2*30"
2025-11-12 08:48:02.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,4*36"
2025-11-12 08:48:02.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,3*31"
2025-11-12 08:48:02.727,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,5*37"
2025-11-12 08:48:02.728,"$GPGSV,1,1,00,1*64"
2025-11-12 08:48:02.737,"$GPGSV,1,1,00,8*6D"
2025-11-12 08:48:02.737,"$GLGSV,1,1,00,1*78"
2025-11-12 08:48:02.737,"$GBGSV,1,1,00,1*76"
2025-11-12 08:48:02.737,"$GBGSV,1,1,00,5*72"
2025-11-12 08:48:02.737,"$GAGSV,1,1,00,7*73"
2025-11-12 08:48:02.737,"$GAGSV,1,1,00,1*75"
2025-11-12 08:48:02.805,"$GQGSV,1,1,00,1*65"
2025-11-12 08:48:02.805,"$GQGSV,1,1,00,8*6C"
2025-11-12 08:48:02.805,"$GNTXT,01,01,01,0,000002,0000,0000,0000,190.979,0,0001F7FF01BA0200*2F"
2025-11-12 08:48:03.713,"$GNRMC,,V,,,,,,,,,,N,V*37"
2025-11-12 08:48:03.715,"$GNGGA,,,,,,0,00,99.99,,,,,,*56"
2025-11-12 08:48:03.715,"$GNGSA,A,1,,,,,,,,,,,,,99.99,99.99,99.99,1*33"
